Year,Date,Sector,Observed_sp,Nb_ind,Observers,Nb_observers,Nb_field_hours,Transportation,Field_activity,Notes
2022,177,CAMP 1,Lapland Longspur ,10,DBO-PL,2,8,on foot,weasel trapping,
2022,177,CAMP 1,Arctic Fox ,1,DBO-PL,2,8,on foot,weasel trapping,
2022,177,CAMP 1,Red Fox,1,DBO-PL,2,8,on foot,weasel trapping,
2022,177,CAMP 1,Ermine,1,DBO-PL,2,8,on foot,weasel trapping,
2022,177,CAMP 1,Red Fox,1,DFA,1,10,on foot,lemming winter nest survey,
2022,177,CAMP 1,Red-throated Loon,2,GB-AB,2,13,on foot,bird nest search and monitoring,
2022,177,CAMP 1,Cackling Goose,50,GB-AB,2,13,on foot,bird nest search and monitoring,
2022,177,CAMP 1,Greater Snow Goose,310,GB-AB,2,13,on foot,bird nest search and monitoring,
2022,177,CAMP 1,King Eider,6,GB-AB,2,13,on foot,bird nest search and monitoring,
2022,177,CAMP 1,Long-tailed Duck ,38,GB-AB,2,13,on foot,bird nest search and monitoring,
2022,177,CAMP 1,Sandhill Crane ,17,GB-AB,2,13,on foot,bird nest search and monitoring,
2022,177,CAMP 1,American Golden Plover ,4,GB-AB,2,13,on foot,bird nest search and monitoring,
2022,177,CAMP 1,Baird’s Sandpiper ,10,GB-AB,2,13,on foot,bird nest search and monitoring,
2022,177,CAMP 1,Glaucous Gull ,13,GB-AB,2,13,on foot,bird nest search and monitoring,
2022,177,CAMP 1,Common Raven ,6,GB-AB,2,13,on foot,bird nest search and monitoring,
2022,177,CAMP 1,Lapland Longspur ,35,GB-AB,2,13,on foot,bird nest search and monitoring,
2022,178,CAMP 1,Red-throated Loon,1,DFA,1,7,on foot,Lemming Garden,
2022,178,CAMP 1,Red-throated Loon,1,DBO-PL,2,17,on foot,weasel trapping,
2022,178,CAMP 1,Cackling Goose,15,DBO-PL,2,17,on foot,weasel trapping,
2022,178,CAMP 1,Greater Snow Goose,150,DBO-PL,2,17,on foot,weasel trapping,
2022,178,CAMP 1,King Eider,2,DBO-PL,2,17,on foot,weasel trapping,
2022,178,CAMP 1,Long-tailed Duck ,10,DBO-PL,2,17,on foot,weasel trapping,
2022,178,CAMP 1,Rough-legged Hawk,2,DBO-PL,2,17,on foot,weasel trapping,
2022,178,CAMP 1,Sandhill Crane ,9,DBO-PL,2,17,on foot,weasel trapping,
2022,178,CAMP 1,White-rumped Sandpiper,2,DBO-PL,2,17,on foot,weasel trapping,
2022,178,CAMP 1,Baird’s Sandpiper ,2,DBO-PL,2,17,on foot,weasel trapping,
2022,178,CAMP 1,Long-tailed Jaeger ,2,DBO-PL,2,17,on foot,weasel trapping,
2022,178,CAMP 1,Glaucous Gull ,6,DBO-PL,2,17,on foot,weasel trapping,
2022,178,CAMP 1,Horned Lark ,5,DBO-PL,2,17,on foot,weasel trapping,
2022,178,CAMP 1,American Pipit ,6,DBO-PL,2,17,on foot,weasel trapping,
2022,178,CAMP 1,Snow Bunting ,8,DBO-PL,2,17,on foot,weasel trapping,
2022,178,CAMP 1,Lapland Longspur ,34,DBO-PL,2,17,on foot,weasel trapping,
2022,178,CAMP 1,Northern Wheatear ,1,DBO-PL,2,17,on foot,weasel trapping,
2022,178,CAMP 1,Red-throated Loon,1,LM,1,3,on foot,bird nest search and monitoring,
2022,178,CAMP 1,Cackling Goose,2,LM,1,3,on foot,bird nest search and monitoring,
2022,178,CAMP 1,Greater Snow Goose,5,LM,1,3,on foot,bird nest search and monitoring,
2022,178,CAMP 1,Long-tailed Duck ,3,LM,1,3,on foot,bird nest search and monitoring,
2022,178,CAMP 1,Glaucous Gull ,1,LM,1,3,on foot,bird nest search and monitoring,
2022,178,CAMP 1,Lapland Longspur ,11,LM,1,3,on foot,bird nest search and monitoring,
2022,178,CAMP 1,Long-tailed Duck ,2,FLD,1,0.5,on foot,around camp,
2022,178,CAMP 1,Glaucous Gull ,3,FLD,1,0.5,on foot,around camp,
2022,178,CAMP 1,Arctic Fox ,1,FLD,1,0.5,on foot,around camp,
2022,178,CAMP 1,Cackling Goose,4,DFA,1,7,on foot,Lemming Garden,
2022,178,CAMP 1,Greater Snow Goose,20,DFA,1,7,on foot,Lemming Garden,
2022,178,CAMP 1,Peregrine Falcon,1,DFA,1,7,on foot,Lemming Garden,
2022,178,CAMP 1,Sandhill Crane ,4,DFA,1,7,on foot,Lemming Garden,
2022,178,CAMP 1,Pectoral Sandpiper ,1,DFA,1,7,on foot,Lemming Garden,
2022,178,CAMP 1,Baird’s Sandpiper ,2,DFA,1,7,on foot,Lemming Garden,
2022,178,CAMP 1,Long-tailed Jaeger ,1,DFA,1,7,on foot,Lemming Garden,
2022,178,CAMP 1,Glaucous Gull ,4,DFA,1,7,on foot,Lemming Garden,
2022,178,CAMP 1,Horned Lark ,2,DFA,1,7,on foot,Lemming Garden,
2022,178,CAMP 1,Lapland Longspur ,10,DFA,1,7,on foot,Lemming Garden,
2022,179,CAMP 1,King Eider,2,DBO,1,2,on foot,Lemming Garden,
2022,179,CAMP 1,Greater Snow Goose,20,DBO,1,5,on foot,weasel trapping,
2022,179,CAMP 1,King Eider,2,DBO,1,2,on foot,lemming winter nest survey,
2022,179,CAMP 1,Long-tailed Duck ,2,DBO,1,2,on foot,lemming winter nest survey,
2022,179,CAMP 1,Lapland Longspur ,5,DBO,1,2,on foot,lemming winter nest survey,
2022,179,CAMP 1,Cackling Goose,3,DBO,1,2,on foot,lemming winter nest survey,
2022,179,CAMP 1,Baird’s Sandpiper ,2,DBO,1,5,on foot,weasel trapping,
2022,179,CAMP 1,Long-tailed Jaeger ,3,DBO,1,5,on foot,weasel trapping,
2022,179,CAMP 1,Glaucous Gull ,1,DBO,1,5,on foot,weasel trapping,
2022,179,CAMP 1,Common Raven ,1,DBO,1,5,on foot,weasel trapping,
2022,179,CAMP 1,Lapland Longspur ,10,DBO,1,5,on foot,weasel trapping,
2022,179,CAMP 1,Red-throated Loon,2,DBO,1,2,on foot,Lemming Garden,
2022,179,CAMP 1,Cackling Goose,8,DBO,1,2,on foot,Lemming Garden,
2022,179,CAMP 1,Greater Snow Goose,40,DBO,1,2,on foot,Lemming Garden,
2022,179,CAMP 1,Sandhill Crane ,3,DBO,1,2,on foot,Lemming Garden,
2022,179,CAMP 1,Baird’s Sandpiper ,1,DBO,1,2,on foot,Lemming Garden,
2022,179,CAMP 1,Long-tailed Jaeger ,2,DBO,1,2,on foot,Lemming Garden,
2022,179,CAMP 1,Lapland Longspur ,10,DBO,1,2,on foot,Lemming Garden,
2022,179,CAMP 1,Arctic Hare ,1,DBO,1,2,on foot,Lemming Garden,
2022,179,CAMP 1,Northern Wheatear ,1,GB,1,5,on foot,Lemming Garden,
2022,179,CAMP 1,Arctic Hare ,1,GB,1,5,on foot,Lemming Garden,
2022,179,CAMP 1,Ermine,1,GB,1,5,on foot,Lemming Garden,
2022,179,CAMP 1,Lapland Longspur ,15,GB,1,5,on foot,Lemming Garden,
2022,179,CAMP 1,Glaucous Gull ,4,GB,1,5,on foot,Lemming Garden,
2022,179,CAMP 1,Long-tailed Jaeger ,1,GB,1,5,on foot,Lemming Garden,
2022,179,CAMP 1,Baird’s Sandpiper ,8,GB,1,5,on foot,Lemming Garden,
2022,179,CAMP 1,Sandhill Crane ,6,GB,1,5,on foot,Lemming Garden,
2022,179,CAMP 1,Long-tailed Duck ,4,GB,1,5,on foot,Lemming Garden,
2022,179,CAMP 1,King Eider,1,GB,1,5,on foot,Lemming Garden,
2022,179,CAMP 1,Greater Snow Goose,50,GB,1,5,on foot,Lemming Garden,
2022,179,CAMP 1,Cackling Goose,10,GB,1,5,on foot,Lemming Garden,
2022,179,CAMP 1,Red-throated Loon,2,GB,1,5,on foot,Lemming Garden,
2022,179,CAMP 1,Long-tailed Duck ,8,DBO,1,5,on foot,weasel trapping,
2022,179,CAMP 1,Rock Ptarmigan ,1,DBO,1,5,on foot,weasel trapping,
2022,179,CAMP 1,Sandhill Crane ,1,DBO,1,5,on foot,weasel trapping,
2022,179,CAMP 1,Long-tailed Duck ,6,DBO,1,2,on foot,Lemming Garden,
2022,180,CAMP 1,Horned Lark ,1,LM,1,6,on foot,biodiversity transect,
2022,180,CAMP 1,Lapland Longspur ,18,GB,1,3,on foot,lemming live trapping,
2022,180,CAMP 1,Greater Snow Goose,15,LM,1,6,on foot,biodiversity transect,
2022,180,CAMP 1,Pacific Loon,2,LM,1,6,on foot,biodiversity transect,
2022,180,CAMP 1,Red-throated Loon,1,LM,1,6,on foot,biodiversity transect,
2022,180,CAMP 1,Baird’s Sandpiper ,11,GB,1,3,on foot,lemming live trapping,
2022,180,CAMP 1,Sandhill Crane ,7,GB,1,3,on foot,lemming live trapping,
2022,180,CAMP 1,Long-tailed Duck ,7,GB,1,3,on foot,lemming live trapping,
2022,180,CAMP 1,King Eider,1,GB,1,3,on foot,lemming live trapping,
2022,180,CAMP 1,Greater Snow Goose,12,GB,1,3,on foot,lemming live trapping,
2022,180,CAMP 1,Cackling Goose,4,GB,1,3,on foot,lemming live trapping,
2022,180,CAMP 1,Red-throated Loon,2,GB,1,3,on foot,lemming live trapping,
2022,180,CAMP 1,King Eider,1,LM,1,6,on foot,biodiversity transect,
2022,180,CAMP 1,Lapland Longspur ,60,LM,1,6,on foot,biodiversity transect,
2022,180,CAMP 1,American Pipit ,2,LM,1,6,on foot,biodiversity transect,
2022,180,CAMP 1,Glaucous Gull ,3,LM,1,6,on foot,biodiversity transect,
2022,180,CAMP 1,Baird’s Sandpiper ,4,LM,1,6,on foot,biodiversity transect,
2022,180,CAMP 1,Long-tailed Jaeger ,4,GB,1,3,on foot,lemming live trapping,
2022,180,CAMP 1,Sandhill Crane ,3,LM,1,6,on foot,biodiversity transect,
2022,180,CAMP 1,Long-tailed Duck ,3,LM,1,6,on foot,biodiversity transect,
2022,180,CAMP 1,Glaucous Gull ,5,GB,1,3,on foot,lemming live trapping,
2022,181,CAMP 1,Lapland Longspur ,28,GB-CGR,2,10,on foot,Lemming Garden,
2022,181,CAMP 1,Horned Lark ,2,DFA,1,11,on foot,Lemming Garden,
2022,181,CAMP 1,Tundra Swan ,1,LM,1,5,on foot,bird nest search and monitoring,
2022,181,CAMP 1,Lapland Longspur ,40,LM,1,5,on foot,bird nest search and monitoring,
2022,181,CAMP 1,Common Raven ,1,LM,1,5,on foot,bird nest search and monitoring,
2022,181,CAMP 1,Horned Lark ,2,LM,1,5,on foot,bird nest search and monitoring,
2022,181,CAMP 1,Glaucous Gull ,2,LM,1,5,on foot,bird nest search and monitoring,
2022,181,CAMP 1,Parasitic Jaeger ,2,LM,1,5,on foot,bird nest search and monitoring,
2022,181,CAMP 1,Long-tailed Jaeger ,1,LM,1,5,on foot,bird nest search and monitoring,
2022,181,CAMP 1,Baird’s Sandpiper ,4,LM,1,5,on foot,bird nest search and monitoring,
2022,181,CAMP 1,Sandhill Crane ,5,LM,1,5,on foot,bird nest search and monitoring,
2022,181,CAMP 1,Long-tailed Duck ,9,LM,1,5,on foot,bird nest search and monitoring,
2022,181,CAMP 1,King Eider,4,LM,1,5,on foot,bird nest search and monitoring,
2022,181,CAMP 1,Greater Snow Goose,2,LM,1,5,on foot,bird nest search and monitoring,
2022,181,CAMP 1,Cackling Goose,15,LM,1,5,on foot,bird nest search and monitoring,
2022,181,CAMP 1,Red-throated Loon,1,LM,1,5,on foot,bird nest search and monitoring,
2022,181,CAMP 1,Cackling Goose,13,DBO,1,6,on foot,Lemming Garden,
2022,181,CAMP 1,Long-tailed Duck ,12,DBO,1,6,on foot,Lemming Garden,
2022,181,CAMP 1,Sandhill Crane ,6,DBO,1,6,on foot,Lemming Garden,
2022,181,CAMP 1,White-rumped Sandpiper,1,DBO,1,6,on foot,Lemming Garden,
2022,181,CAMP 1,Baird’s Sandpiper ,3,DBO,1,6,on foot,Lemming Garden,
2022,181,CAMP 1,Long-tailed Jaeger ,2,DBO,1,6,on foot,Lemming Garden,
2022,181,CAMP 1,Glaucous Gull ,2,DBO,1,6,on foot,Lemming Garden,
2022,181,CAMP 1,Horned Lark ,1,DBO,1,6,on foot,Lemming Garden,
2022,181,CAMP 1,Common Raven ,2,DBO,1,6,on foot,Lemming Garden,
2022,181,CAMP 1,Lapland Longspur ,20,DBO,1,6,on foot,Lemming Garden,
2022,181,CAMP 1,Arctic Hare ,1,DFA,1,11,on foot,Lemming Garden,
2022,181,CAMP 1,Ermine,1,DFA,1,11,on foot,Lemming Garden,
2022,181,CAMP 1,Lapland Longspur ,12,DFA,1,11,on foot,Lemming Garden,
2022,181,CAMP 1,Glaucous Gull ,1,DFA,1,11,on foot,Lemming Garden,
2022,181,CAMP 1,Baird’s Sandpiper ,2,DFA,1,11,on foot,Lemming Garden,
2022,181,CAMP 1,Sandhill Crane ,4,DFA,1,11,on foot,Lemming Garden,
2022,181,CAMP 1,Long-tailed Duck ,4,DFA,1,11,on foot,Lemming Garden,
2022,181,CAMP 1,Greater Snow Goose,20,DFA,1,11,on foot,Lemming Garden,
2022,181,CAMP 1,Cackling Goose,10,DFA,1,11,on foot,Lemming Garden,
2022,181,CAMP 1,Ermine,1,GB-CGR,2,10,on foot,Lemming Garden,
2022,181,CAMP 1,Common Raven ,1,GB-CGR,2,10,on foot,Lemming Garden,
2022,181,CAMP 1,Horned Lark ,1,GB-CGR,2,10,on foot,Lemming Garden,
2022,181,CAMP 1,Long-tailed Jaeger ,6,GB-CGR,2,10,on foot,Lemming Garden,
2022,181,CAMP 1,Sandhill Crane ,4,GB-CGR,2,10,on foot,Lemming Garden,
2022,181,CAMP 1,Long-tailed Duck ,9,GB-CGR,2,10,on foot,Lemming Garden,
2022,181,CAMP 1,Greater Snow Goose,2,GB-CGR,2,10,on foot,Lemming Garden,
2022,181,CAMP 1,Cackling Goose,8,GB-CGR,2,10,on foot,Lemming Garden,
2022,182,CAMP 1,Lapland Longspur ,20,GB,1,5,on foot,Lemming Garden,
2022,182,CAMP 1,Arctic Fox ,1,CGR,1,5,on foot,Lemming Garden,
2022,182,CAMP 1,Lapland Longspur ,12,CGR,1,5,on foot,Lemming Garden,
2022,182,CAMP 1,Glaucous Gull ,1,CGR,1,5,on foot,Lemming Garden,
2022,182,CAMP 1,Long-tailed Jaeger ,5,CGR,1,5,on foot,Lemming Garden,
2022,182,CAMP 1,Lapland Longspur ,10,DFA,1,5,on foot,Lemming Garden,
2022,182,CAMP 1,Horned Lark ,2,DFA,1,5,on foot,Lemming Garden,
2022,182,CAMP 1,Glaucous Gull ,1,DFA,1,5,on foot,Lemming Garden,
2022,182,CAMP 1,Baird’s Sandpiper ,2,DFA,1,5,on foot,Lemming Garden,
2022,182,CAMP 1,Sandhill Crane ,2,DFA,1,5,on foot,Lemming Garden,
2022,182,CAMP 1,Long-tailed Duck ,1,DFA,1,5,on foot,Lemming Garden,
2022,182,CAMP 1,Greater Snow Goose,10,DFA,1,5,on foot,Lemming Garden,
2022,182,CAMP 1,Cackling Goose,4,DFA,1,5,on foot,Lemming Garden,
2022,182,CAMP 1,Red-throated Loon,1,DFA,1,5,on foot,Lemming Garden,
2022,182,CAMP 1,Long-tailed Jaeger ,1,GB,1,5,on foot,Lemming Garden,
2022,182,CAMP 1,Red-throated Loon,1,CGR,1,5,on foot,Lemming Garden,
2022,182,CAMP 1,Cackling Goose,15,CGR,1,5,on foot,Lemming Garden,
2022,182,CAMP 1,Greater Snow Goose,5,CGR,1,5,on foot,Lemming Garden,
2022,182,CAMP 1,Long-tailed Duck ,2,CGR,1,5,on foot,Lemming Garden,
2022,182,CAMP 1,Baird’s Sandpiper ,8,GB,1,5,on foot,Lemming Garden,
2022,182,CAMP 1,American Golden Plover ,1,GB,1,5,on foot,Lemming Garden,
2022,182,CAMP 1,Sandhill Crane ,8,GB,1,5,on foot,Lemming Garden,
2022,182,CAMP 1,Long-tailed Duck ,3,GB,1,5,on foot,Lemming Garden,
2022,182,CAMP 1,Greater Snow Goose,20,GB,1,5,on foot,Lemming Garden,
2022,182,CAMP 1,Cackling Goose,12,GB,1,5,on foot,Lemming Garden,
2022,182,CAMP 1,Red-throated Loon,1,GB,1,5,on foot,Lemming Garden,
2022,182,CAMP 1,Brown Lemming,2,DFA-GB-CGR,3,9,on foot,lemming winter nest survey,
2022,182,CAMP 1,Lapland Longspur ,6,DFA-GB-CGR,3,9,on foot,lemming winter nest survey,
2022,182,CAMP 1,Horned Lark ,1,DFA-GB-CGR,3,9,on foot,lemming winter nest survey,
2022,182,CAMP 1,Sandhill Crane ,10,CGR,1,5,on foot,Lemming Garden,
2022,184,CAMP 1,Pacific Loon,2,GB,1,10,on foot,lemming winter nest survey,
2022,184,CAMP 1,Cackling Goose,50,GB,1,10,on foot,lemming winter nest survey,
2022,184,CAMP 1,Greater Snow Goose,100,GB,1,10,on foot,lemming winter nest survey,
2022,184,CAMP 1,Long-tailed Duck ,25,GB,1,10,on foot,lemming winter nest survey,
2022,184,CAMP 1,Peregrine Falcon,1,GB,1,10,on foot,lemming winter nest survey,
2022,184,CAMP 1,Sandhill Crane ,10,GB,1,10,on foot,lemming winter nest survey,
2022,184,CAMP 1,Baird’s Sandpiper ,8,GB,1,10,on foot,lemming winter nest survey,
2022,184,CAMP 1,Parasitic Jaeger ,4,GB,1,10,on foot,lemming winter nest survey,
2022,184,CAMP 1,Glaucous Gull ,6,GB,1,10,on foot,lemming winter nest survey,
2022,184,CAMP 1,Lapland Longspur ,15,GB,1,10,on foot,lemming winter nest survey,
2022,184,CAMP 1,Cackling Goose,10,CGR,1,10,on foot,lemming winter nest survey,
2022,184,CAMP 1,Lapland Longspur ,10,DFA,1,10,on foot,lemming winter nest survey,
2022,184,CAMP 1,Long-tailed Duck ,5,CGR,1,10,on foot,lemming winter nest survey,
2022,184,CAMP 1,Baird’s Sandpiper ,2,CGR,1,10,on foot,lemming winter nest survey,
2022,184,CAMP 1,Parasitic Jaeger ,1,CGR,1,10,on foot,lemming winter nest survey,
2022,184,CAMP 1,Horned Lark ,2,CGR,1,10,on foot,lemming winter nest survey,
2022,184,CAMP 1,Lapland Longspur ,8,CGR,1,10,on foot,lemming winter nest survey,
2022,184,CAMP 1,Arctic Hare ,1,CGR,1,10,on foot,lemming winter nest survey,
2022,184,CAMP 1,Lapland Longspur ,10,DBO,1,6,on foot,Lemming Garden,
2022,184,CAMP 1,Snow Bunting ,4,DBO,1,6,on foot,Lemming Garden,
2022,184,CAMP 1,Horned Lark ,2,DBO,1,6,on foot,Lemming Garden,
2022,184,CAMP 1,Baird’s Sandpiper ,4,DBO,1,6,on foot,Lemming Garden,
2022,184,CAMP 1,Sandhill Crane ,5,DBO,1,6,on foot,Lemming Garden,
2022,184,CAMP 1,Long-tailed Duck ,4,DBO,1,6,on foot,Lemming Garden,
2022,184,CAMP 1,Long-tailed Duck ,4,DFA,1,10,on foot,lemming winter nest survey,
2022,184,CAMP 1,Glaucous Gull ,1,DFA,1,10,on foot,lemming winter nest survey,
2022,184,CAMP 1,Baird’s Sandpiper ,3,DFA,1,10,on foot,lemming winter nest survey,
2022,185,CAMP 1,Glaucous Gull ,1,DBO,1,8,on foot,weasel trapping,
2022,185,CAMP 1,Cackling Goose,2,CGR,1,5,on foot,lemming winter nest survey,
2022,185,CAMP 1,Long-tailed Duck ,2,CGR,1,5,on foot,lemming winter nest survey,
2022,185,CAMP 1,Sandhill Crane ,1,CGR,1,5,on foot,lemming winter nest survey,
2022,185,CAMP 1,Baird’s Sandpiper ,1,CGR,1,5,on foot,lemming winter nest survey,
2022,185,CAMP 1,Lapland Longspur ,6,CGR,1,5,on foot,lemming winter nest survey,
2022,185,CAMP 1,Lapland Longspur ,6,DBO,1,8,on foot,weasel trapping,
2022,185,CAMP 1,American Pipit ,1,DBO,1,8,on foot,weasel trapping,
2022,185,CAMP 1,Horned Lark ,1,DBO,1,8,on foot,weasel trapping,
2022,185,CAMP 1,Baird’s Sandpiper ,1,DBO,1,8,on foot,weasel trapping,
2022,185,CAMP 1,Sandhill Crane ,2,DBO,1,8,on foot,weasel trapping,
2022,185,CAMP 1,King Eider,2,DBO,1,8,on foot,weasel trapping,
2022,185,CAMP 1,Cackling Goose,2,GB,1,5,on foot,lemming winter nest survey,
2022,185,CAMP 1,Long-tailed Duck ,1,GB,1,5,on foot,lemming winter nest survey,
2022,185,CAMP 1,Sandhill Crane ,6,GB,1,5,on foot,lemming winter nest survey,
2022,185,CAMP 1,Baird’s Sandpiper ,5,GB,1,5,on foot,lemming winter nest survey,
2022,185,CAMP 1,Glaucous Gull ,1,GB,1,5,on foot,lemming winter nest survey,
2022,185,CAMP 1,Snow Bunting ,2,GB,1,5,on foot,lemming winter nest survey,
2022,185,CAMP 1,Lapland Longspur ,8,GB,1,5,on foot,lemming winter nest survey,
2022,188,CAMP 1,Long-tailed Duck ,14,LM,1,1.5,on foot,bird nest search and monitoring,
2022,188,CAMP 1,King Eider,13,LM,1,1.5,on foot,bird nest search and monitoring,
2022,188,CAMP 1,Cackling Goose,15,LM,1,1.5,on foot,bird nest search and monitoring,
2022,188,CAMP 1,Pacific Loon,2,LM,1,1.5,on foot,bird nest search and monitoring,
2022,188,CAMP 1,Red-throated Loon,1,LM,1,1.5,on foot,bird nest search and monitoring,
2022,188,CAMP 1,Sandhill Crane ,4,LM,1,1.5,on foot,bird nest search and monitoring,
2022,188,CAMP 1,Baird’s Sandpiper ,1,LM,1,1.5,on foot,bird nest search and monitoring,
2022,188,CAMP 1,Glaucous Gull ,6,LM,1,1.5,on foot,bird nest search and monitoring,
2022,188,CAMP 1,Lapland Longspur ,35,LM,1,1.5,on foot,bird nest search and monitoring,
2022,189,CAMP 1,Long-tailed Duck ,2,LM,1,3,on foot,bird nest search and monitoring,
2022,189,CAMP 1,Baird’s Sandpiper ,6,DBO,1,8,on foot,weasel trapping,
2022,189,CAMP 1,Glaucous Gull ,1,DBO,1,8,on foot,weasel trapping,
2022,189,CAMP 1,Horned Lark ,2,DBO,1,8,on foot,weasel trapping,
2022,189,CAMP 1,Sandhill Crane ,5,DBO,1,8,on foot,weasel trapping,
2022,189,CAMP 1,Lapland Longspur ,20,DBO,1,8,on foot,weasel trapping,
2022,189,CAMP 1,Arctic Fox ,1,DBO,1,8,on foot,weasel trapping,
2022,189,CAMP 1,Lapland Longspur ,28,GB,1,5,on foot,lemming winter nest survey,
2022,189,CAMP 1,Common Raven ,2,GB,1,5,on foot,lemming winter nest survey,
2022,189,CAMP 1,Glaucous Gull ,1,GB,1,5,on foot,lemming winter nest survey,
2022,189,CAMP 1,Baird’s Sandpiper ,8,GB,1,5,on foot,lemming winter nest survey,
2022,189,CAMP 1,Sandhill Crane ,6,GB,1,5,on foot,lemming winter nest survey,
2022,189,CAMP 1,Greater Snow Goose,2,GB,1,5,on foot,lemming winter nest survey,
2022,189,CAMP 1,Cackling Goose,15,GB,1,5,on foot,lemming winter nest survey,
2022,189,CAMP 1,Lapland Longspur ,35,LM,1,3,on foot,bird nest search and monitoring,
2022,189,CAMP 1,American Pipit ,1,LM,1,3,on foot,bird nest search and monitoring,
2022,189,CAMP 1,Horned Lark ,1,LM,1,3,on foot,bird nest search and monitoring,
2022,189,CAMP 1,Glaucous Gull ,2,LM,1,3,on foot,bird nest search and monitoring,
2022,189,CAMP 1,Parasitic Jaeger ,2,LM,1,3,on foot,bird nest search and monitoring,
2022,189,CAMP 1,Baird’s Sandpiper ,5,LM,1,3,on foot,bird nest search and monitoring,
2022,189,CAMP 1,Sandhill Crane ,2,LM,1,3,on foot,bird nest search and monitoring,
2022,189,CAMP 1,Long-tailed Duck ,4,DBO,1,8,on foot,weasel trapping,
2022,189,CAMP 1,Cackling Goose,25,LM,1,3,on foot,bird nest search and monitoring,
2022,189,CAMP 1,Ermine,1,DBO,1,8,on foot,weasel trapping,
2022,190,CAMP 1,Long-tailed Duck ,4,LM,1,2,on foot,bird nest search and monitoring,
2022,190,CAMP 1,Greater Snow Goose,100,LM,1,2,on foot,bird nest search and monitoring,
2022,190,CAMP 1,Pacific Loon,1,LM,1,2,on foot,bird nest search and monitoring,
2022,190,CAMP 1,Red-throated Loon,1,LM,1,2,on foot,bird nest search and monitoring,
2022,190,CAMP 1,Arctic Fox ,2,LM,1,2,on foot,bird nest search and monitoring,
2022,190,CAMP 1,Glaucous Gull ,5,LM,1,2,on foot,bird nest search and monitoring,
2022,190,CAMP 1,Common Ringed Plover,5,LM,1,2,on foot,bird nest search and monitoring,
2022,190,CAMP 1,Sandhill Crane ,2,LM,1,2,on foot,bird nest search and monitoring,
2022,191,CAMP 1,Sandhill Crane ,2,LM,1,7,on foot,UNKOWN,
2022,191,CAMP 1,Lapland Longspur ,45,LM,1,7,on foot,UNKOWN,
2022,191,CAMP 1,Glaucous Gull ,3,LM,1,7,on foot,UNKOWN,
2022,191,CAMP 1,Cackling Goose,14,LM,1,7,on foot,UNKOWN,
2022,191,CAMP 1,Red-throated Loon,4,LM,1,7,on foot,UNKOWN,
2022,191,CAMP 1,Ermine,2,LM,1,7,on foot,UNKOWN,
2022,191,CAMP 1,Greater Snow Goose,2,LM,1,7,on foot,UNKOWN,
2022,191,CAMP 1,Long-tailed Duck ,7,LM,1,7,on foot,UNKOWN,
2022,191,CAMP 1,Baird’s Sandpiper ,5,LM,1,7,on foot,UNKOWN,
2022,192,CAMP 1,Glaucous Gull ,2,GB-CGR,2,8,on foot,lemming live trapping,
2022,192,CAMP 1,Greater Snow Goose,2,GB-CGR,2,8,on foot,lemming live trapping,
2022,192,CAMP 1,Lapland Longspur ,5,GB-CGR,2,8,on foot,lemming live trapping,
2022,192,CAMP 1,Common Raven ,1,GB-CGR,2,8,on foot,lemming live trapping,
2022,192,CAMP 1,Baird’s Sandpiper ,1,GB-CGR,2,8,on foot,lemming live trapping,
2022,192,CAMP 1,Sandhill Crane ,6,GB-CGR,2,8,on foot,lemming live trapping,
2022,194,CAMP 1,Ermine,1,DBO-GB-CGR,3,9,on foot,telemetry tower installation,
2022,195,CAMP 1,Red-throated Loon,1,LM,1,5,on foot,bird nest search and monitoring,
2022,195,CAMP 1,Lapland Longspur ,12,GB,1,3,on foot,bird nest search and monitoring,
2022,195,CAMP 1,Common Raven ,2,GB,1,3,on foot,bird nest search and monitoring,
2022,195,CAMP 1,Glaucous Gull ,11,GB,1,3,on foot,bird nest search and monitoring,
2022,195,CAMP 1,Baird’s Sandpiper ,8,GB,1,3,on foot,bird nest search and monitoring,
2022,195,CAMP 1,Sandhill Crane ,8,GB,1,3,on foot,bird nest search and monitoring,
2022,195,CAMP 1,Long-tailed Duck ,12,GB,1,3,on foot,bird nest search and monitoring,
2022,195,CAMP 1,Lapland Longspur ,1,GB,1,3,on foot,bird nest search and monitoring,
2022,195,CAMP 1,Cackling Goose,10,GB,1,3,on foot,bird nest search and monitoring,
2022,195,CAMP 1,Red-throated Loon,2,GB,1,3,on foot,bird nest search and monitoring,
2022,195,CAMP 1,Lapland Longspur ,15,LM,1,5,on foot,bird nest search and monitoring,
2022,195,CAMP 1,Common Raven ,1,LM,1,5,on foot,bird nest search and monitoring,
2022,195,CAMP 1,Glaucous Gull ,3,LM,1,5,on foot,bird nest search and monitoring,
2022,195,CAMP 1,Baird’s Sandpiper ,5,LM,1,5,on foot,bird nest search and monitoring,
2022,195,CAMP 1,Sandhill Crane ,2,LM,1,5,on foot,bird nest search and monitoring,
2022,195,CAMP 1,Cackling Goose,3,LM,1,5,on foot,bird nest search and monitoring,
2022,195,CAMP 1,Red-throated Loon,1,DBO,1,7,on foot,weasel trapping,
2022,195,CAMP 1,Sandhill Crane ,2,DBO,1,7,on foot,weasel trapping,
2022,195,CAMP 1,Baird’s Sandpiper ,6,DBO,1,7,on foot,weasel trapping,
2022,195,CAMP 1,Glaucous Gull ,1,DBO,1,7,on foot,weasel trapping,
